CODPLANOGRAMA;GDL_QTDE;GDL_LARGURA;GDL_PRATELEIRA;GDL_ALTURA;CAO-PETISCO;CAO-UMIDO;CAO-SECO;GATO-PETISCO;GATO-UMIDO;GATO-SECO
PLANOGRAMA-MARS;13;100;5;40;10;15;20;10;10;15
